GENE	sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_50	sample_51	sample_52	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_60	sample_61	sample_62	sample_63	sample_64	sample_65	sample_66	sample_67	sample_68	sample_69	sample_70	sample_71	sample_72	sample_73	sample_74	sample_75	sample_76	sample_77	sample_78	sample_79	sample_80	sample_81	sample_82	sample_83	sample_84	sample_85	sample_86	sample_87	sample_88	sample_89	sample_90	sample_91	sample_92	sample_93	sample_94	sample_95	sample_96	sample_97	sample_98	sample_99
gcvA	0.3928181341814372	0.24520843036100795	0.8741904789313709	0.43259633128756075	0.11643763826955543	0.4501898515961856	0.5809718291675114	0.06092710122580785	0.9045449482062208	0.12767892750402307	0.6249225143732063	0.10125906344086756	0.16313977981074207	0.8822256048016929	0.7516138480616281	0.3700716569645298	0.921791915741506	0.6279678449051486	0.11177228043015228	0.30116403491908533	0.6183374148919093	0.9480909448920715	0.31543040171277614	0.11578941892254165	0.5686009999258328	0.919715982168903	0.3542182363539284	0.7257648725484598	0.49451394745703464	0.2998603031059083	0.7999266089101974	0.4135063702448558	0.44474769283315685	0.4895866623624182	0.13958585230693868	0.731370677545538	0.611306632932762	0.33610356066692026	0.19616921045269134	0.384232518415243	0.06331641880721474	0.9166539626749227	0.4859975986086214	0.38087987980934246	0.7774309561181021	0.07245801337267332	0.4562822064547645	0.7397966386882486	0.38779669976781805	0.46197480036283856	0.24088501457904868	0.041260130129812514	0.8302683340769379	0.6499995635987644	0.7382547660671733	0.4850038025555243	0.32143735260508427	0.8374074998839987	0.5100375637917719	0.09403732609806541	0.3520115899094821	0.9167166795376372	0.08535501453599922	0.9903584149816999	0.417645359825617	0.6597570958492883	0.740597773395684	0.5208053091790042	0.9320921268597923	0.5666796953554942	0.7338391442649053	0.9944138259503541	0.6679537845936024	0.6995428907764198	0.3723831068329989	0.8494313472494498	0.21300287016483838	0.8264930776872202	0.5705527823075284	0.05128390044255303	0.3313930595745573	0.7274442204446114	0.6500004915195877	0.3805826865202733	0.6160444222988322	0.08233180189042308	0.9117887757740065	0.29871170649180817	0.33767424172765875	0.09930537866805281	0.2512908330798458	0.6133097980536808	0.26325205563496634	0.04661684395225694	0.7823499892361764	0.24772116381974404	0.36729058664181985	0.5717534642079986	0.16685718574168387	0.6615125511638509
lrp	0.1782916870058931	0.23171713325815063	0.06335129065734113	0.9807224076019926	0.13452790437940887	0.0065801738276295395	0.9174049597534586	0.05920123312816093	0.09160205707751017	0.536598780979027	0.7336997318928004	0.5842007221081168	0.5380284415813295	0.6004849912017567	0.4868320861699834	0.10245659874474963	0.3648620822959064	0.8110382111294581	0.5526849675213534	0.8866363711584336	0.8294766875411146	0.7113189847352852	0.5842717601301678	0.3730484623283836	0.03629486740399519	0.6162507571224463	0.9711357873391478	0.8968308554085754	0.7763615791815947	0.13431926121980742	0.816419665615021	0.6469901671510078	0.27622647544641343	0.6713365203049213	0.9055260354118111	0.01087487343209834	0.2391784776266579	0.9110411384898088	0.9489875562702819	0.07852700629542665	0.7134892971323266	0.24080697569117068	0.06844449217562174	0.41342278121726617	0.5988951128600064	0.9644631959990314	0.8674569012726555	0.98446723883917	0.8274708700183271	0.2506830066393275	0.7123340026507071	0.4706863892714413	0.8176244251932655	0.4104244976224915	0.07548122160962456	0.9659993196400974	0.3788473476970279	0.059863540216366314	0.7515383761314478	0.6196971726991825	0.3896822031652572	0.7411000235378044	0.6112410667421376	0.344713332064051	0.3005443468079945	0.9568806095774552	0.8368016987385998	0.02153011887905707	0.6553923036496283	0.3252989843694108	0.34192425670016535	0.8366548217927835	0.6225177994115143	0.16529615744603018	0.05459242967273548	0.5661474262950542	0.5999915873802002	0.42499580677005117	0.17402436657841658	0.21764876057464194	0.4361066703689777	0.29479423999590554	0.6787749525440596	0.24000523448999125	0.4333859743140476	0.07381721775950736	0.5544535606146531	0.3780749243250552	0.5347999278423632	0.8639583974396886	0.28736012377932585	0.7511828148594679	0.16449824775917182	0.9998558853263855	0.6410026666976079	0.8947071068668555	0.26006359054343836	0.8589757488462804	0.41856743390595846	0.8627751967612989
ompC	0.5624046595285068	0.791904656950557	0.5491784598479886	0.18189687224393344	0.574516975823973	0.9750253695095052	0.25211271918648803	0.798223524928097	0.5293841095021753	0.29296650245290967	0.47702047008733006	0.5712222190253794	0.51154575510481	0.4380964743797488	0.33848793432505175	0.5367185322670506	0.34752018456112266	0.31179533439259777	0.34057095971837886	0.3700707826490116	0.37506324007523734	0.2731210189737237	0.2932850092650257	0.6201360147527528	0.5733207902895978	0.2617189212803131	0.3148407060897379	0.1399375517894381	0.35535677103431546	0.44045049402428854	0.3593657768211818	0.4007634080543086	0.6328480436495134	0.4330261554060011	0.4138090996315677	0.8270880743748886	0.566472209569983	0.47718935565443776	0.14709695435298958	0.6658233061073258	0.3447197233105199	0.31863832125917907	0.7177191825347115	0.47965380549885833	0.3761271323299101	0.2717283349568345	0.4890173416957909	0.2010718711937499	0.3458685637309048	0.598069608182241	0.29343699996736416	0.7446529652605764	0.258575951992516	0.4197070197006099	0.6344927789205628	0.35152632807480577	0.2486054215641986	0.4878045536649674	0.3474593074036003	0.4843935617945496	0.5899866499284303	0.17407100016823088	0.37201558543340757	0.3559432347245554	0.3138069574315735	0.373280749899035	0.19125873403896576	0.7823012211473743	0.23968697920483384	0.6108580612956173	0.4327869199587985	0.2695615936982804	0.4659247000998597	0.6762407805741142	0.38945420552045606	0.2807390874574164	0.5771153859033239	0.41649564454868954	0.2693013016129947	0.6273367825876879	0.3985173813121937	0.498800761928723	0.42602539178919047	0.5770031077565486	0.342039653892299	0.6413235141957419	0.18991033702769725	0.7028440700445806	0.382300014916654	0.2360504722931244	0.5944885525270915	0.24362719387747822	0.6080949780364278	0.420198117076064	0.3056270569891767	0.5269323767643215	0.6336121471603657	0.2686145272033063	0.548625177565218	0.2914473324517576
ompF	0.28820212099735415	0.34741515943298246	0.09678929997109754	0.9276911971885078	0.4271358118902997	0.17369010851082783	0.6697753606866796	0.2745137646404669	0.25635729587983586	0.8399176999346791	0.4083620017855218	0.5210489618995808	0.6127293878959001	0.32931542505369404	0.3523747886170528	0.46656183414974556	0.2760548765125507	0.4318996905831593	0.7397046771463914	0.8855126650917462	0.3661486896243077	0.28608746937857926	0.6423507466664464	0.4099434952430676	0.2520404850029384	0.33247959005104233	0.4296073688049301	0.6090274220790916	0.4122517230029001	0.6319254507051977	0.31992857399169133	0.45637221514981696	0.3429204686848434	0.31112988629807586	0.5724665640409318	0.14295093603620132	0.3737723715576378	0.3707828802106984	0.9486839347475483	0.3131109207393295	0.7068195334353284	0.21732675624939923	0.31049843312272246	0.5117683851202123	0.28823254623130573	0.8989398735236516	0.3422771383185912	0.4630285863564914	0.5171672332539105	0.36604525318699915	0.7533823043007157	0.43474850465769604	0.6245822171297242	0.4538360565155457	0.33114111460904727	0.5316663982655183	0.7967109073577971	0.20203363064144844	0.35373040835926683	0.5255591735765888	0.5551678498871686	0.5219886331613264	0.5102941380184361	0.22393628280599293	0.6701986336394169	0.45213370557834875	0.7836277088225904	0.28296667687938976	0.5086478652388892	0.4144024010326803	0.25810399249259236	0.25932540678334043	0.34712042524550013	0.2720796952579501	0.5089996710500028	0.5544788941344293	0.49959337091869377	0.40601691099009435	0.4211473573748181	0.4059278687510245	0.5857692573060332	0.31357666151437025	0.44527218063945606	0.45756063939908803	0.5354070166320148	0.31306324975743777	0.5305733935503433	0.31957749438836747	0.478686340867535	0.9323182144262222	0.43319409586527297	0.6499999657177157	0.5361965325521938	0.45143898322529924	0.6021194127367371	0.5132341280786091	0.31334719771332553	0.5232749622481587	0.4204379965287526	0.5807081516053614
osmC	0.3928093703591294	0.5923501507943507	0.23332171247749056	0.9943004526367921	0.3466318092549477	0.02097056571111342	0.971344980348764	0.17973835460478071	0.29692801002689634	0.7033017046583149	0.9681863703852164	0.7855493341773931	0.8190095472947708	0.6448187369376122	0.664470926833773	0.32750261468713043	0.5916632845900037	0.9634705659681908	0.7895519097255003	0.9853107896702464	0.9323613727138785	0.7062451287203532	0.8341513974566952	0.6683981961642945	0.12292952766167188	0.9376243574740549	0.9910621867504212	0.959015947440913	0.8425903271109111	0.42331036579793063	0.950459448126579	0.959110236153962	0.5751191848841924	0.7271194313844752	0.9614396664042952	0.034972901936948596	0.6388838737890756	0.984337841427774	0.9730651965203484	0.3201499822774431	0.7237776950590942	0.5256536822454552	0.2394852887639624	0.868748186333646	0.9141976379996956	0.9830313628910216	0.9288004106768972	0.9948720169691655	0.9012377143712597	0.49916201594035337	0.8807316806596223	0.6500004245869593	0.9737142870527457	0.6083978781920395	0.18965228115580013	0.9904509508696996	0.7994023194842413	0.19402166134169366	0.8405712468703382	0.8280686597136503	0.5961611039683499	0.7699793929683014	0.8976191270437425	0.587626770911612	0.5572226308952863	0.9743226670071352	0.9566679375086148	0.07065484603787342	0.9062410574351665	0.6499996349103712	0.6740214215095627	0.9583867455007975	0.7269404204412729	0.362282415110771	0.13900103181270068	0.9412143995937883	0.7741942106588798	0.8638103114812327	0.4453021623675977	0.5929233778537151	0.6876212012079223	0.5143609771381409	0.7480884751378961	0.4249104130692164	0.7754308930504978	0.27190634291956184	0.8899815270935234	0.7733975347571174	0.8382744730332098	0.96828178915691	0.6084052617664419	0.9448947270896911	0.460956283776335	0.999961226948738	0.8763851013109847	0.6952297900762522	0.6579186380873527	0.9857257104198967	0.7064516442980524	0.8301134901438215
stpA	0.30687860801325734	0.359395356063527	0.12372867867971607	0.9912165970256905	0.2165237731098848	0.015321072520452172	0.914008615782191	0.10329037768330195	0.16855793801934565	0.7552446639175776	0.725449142201233	0.7641961658863319	0.6539986992635617	0.8635294392470453	0.6419855541520366	0.1564616272969465	0.6385749828158183	0.857917533916267	0.9033542086549874	0.9779878409538726	0.8905331432102486	0.7248781662517554	0.764151127904675	0.7261775459669578	0.06512776690656752	0.6697639385452765	0.9877731302949214	0.8937536463004027	0.7614230315992048	0.2455807527064942	0.9061534348021716	0.7069710076471662	0.4642054978220216	0.8619081110794983	0.961135733025365	0.027580252688659868	0.4912048162376059	0.9665319954427513	0.9301785650604429	0.1541344301140862	0.9361755238041302	0.4464453508479688	0.14766163739444815	0.6122189373535599	0.7232035056165901	0.9703600093687346	0.9669768655049752	0.9917285155778226	0.912214886807195	0.45525238404119706	0.925432131128084	0.5634926971148195	0.9329092782419531	0.6604185342995653	0.13762965317994807	0.9677343909144379	0.6500000429713372	0.19019641958102826	0.8964331128563185	0.7328751640179701	0.6431372538481582	0.8428694231936122	0.6192689134120399	0.43433560391364584	0.4078138731825576	0.9756644613952565	0.855400192213961	0.037958141271338064	0.7045145785850307	0.4856550501900043	0.510183202488283	0.9021807617073331	0.7822012685705719	0.3566345408377809	0.12187500972216553	0.6747627250466371	0.7841572367280338	0.577760071308563	0.33227484551544817	0.41698126186924883	0.7473829169528686	0.395022239521127	0.7721382429572506	0.47806771970077205	0.759144666602936	0.18671229253533406	0.8810846699187259	0.6081954741718542	0.5450269340498053	0.9539782736943595	0.3728799699161126	0.7860920244573194	0.27476269830010985	0.9999361814289092	0.611344445920717	0.9086712766480666	0.4754344513219683	0.9774497717058065	0.5960199324687873	0.9638304347411006
gltBDF	0.5737248949431354	0.5428429751987932	0.23640015778511247	0.9950696721181577	0.41386530625179785	0.03340135115614334	0.9321183110816147	0.2476058835276073	0.30742368228894446	0.8840082847822077	0.9467001538922791	0.7546655483154971	0.9218790244153866	0.9630806579268333	0.7258044714244994	0.3616400828127852	0.6367333023721569	0.9022758861940123	0.7478784266404876	0.9853366076091467	0.933722563846172	0.8864862911307041	0.7356796857488118	0.6842385906099696	0.1443410174718252	0.7748963733701152	0.9934641118373085	0.954500557091273	0.9257634256239732	0.3110713785287867	0.977015767286	0.9282557726446503	0.5507776679668811	0.9170065620207373	0.8357269912887211	0.05348674415009347	0.7126489449664594	0.9356279454962061	0.957372461146066	0.25935301945453193	0.9321676507108572	0.5254668185662235	0.24425329463725118	0.8866276327249872	0.8223324094679851	0.9854561070802014	0.9637582508321733	0.9959095578313326	0.9679188868913261	0.5796350381033226	0.9289271925612099	0.8461314910041277	0.9807682074343046	0.7720537817153623	0.18811157210563756	0.9872162153168069	0.6141400403008607	0.22788045254326067	0.9450822108436924	0.8682087317073419	0.7753707834454279	0.7668769046669555	0.695244111093057	0.7048238979071672	0.5494457244980985	0.9800459834771249	0.9691204879466685	0.051266043949036215	0.9427523549140133	0.5153030636790051	0.7799118129076724	0.7797246584757181	0.7993253837740132	0.38296285951678827	0.18114735170136256	0.7822362007718746	0.8851948878785796	0.7386724519315596	0.5311312582215038	0.5058951851961851	0.7500371990821453	0.675889689382866	0.9570519663202102	0.6748775145020387	0.6954883842975609	0.24147034176738907	0.9077177551227239	0.6525152488099905	0.9478832729974467	0.9571789992719836	0.6158792467927923	0.7927082157261429	0.3573909656312834	0.9999646041440963	0.9426539140171682	0.8189098079378219	0.5410948788703464	0.9857373370069713	0.7788709239123427	0.9679130759237617
ilvIH	0.4443319461227111	0.46564085232835895	0.2665926357893395	0.9947354593844239	0.3929149625671901	0.02228531596126137	0.969546742968766	0.16923404365409575	0.4023104063507001	0.831292292956851	0.957466237888231	0.9244078732693537	0.6806392483334972	0.8844329937329104	0.8842984834605345	0.2947755216559658	0.6351932312360207	0.8830305286350852	0.8747234322452226	0.987284293609876	0.7160954200405002	0.9298990659845408	0.8612525612051821	0.7319354068233808	0.1264141189005101	0.9086995913903583	0.9940849191864242	0.9748732392300455	0.9673851710128821	0.3743799346093628	0.9612830745391926	0.81917488200024	0.5952377619051324	0.9278963992258936	0.9614346807175206	0.04074375146634111	0.7182390324016731	0.9796245133324707	0.9665449046839366	0.23934303825902142	0.8441848826180903	0.5340337701167175	0.18661139795968723	0.5690660453245564	0.748795321872351	0.9841286657106059	0.9684649834284869	0.9959278678884661	0.9355576481310092	0.6417299597053748	0.9688758569877126	0.7305249123606977	0.9696602046282664	0.6494612736853461	0.1644950659911282	0.9827419466296167	0.703359251285904	0.19619455427199195	0.9726103626768184	0.9175340967992169	0.657592647103096	0.9317335331362914	0.8203103630163455	0.6871956567206727	0.6808098499810399	0.9771782199109691	0.9279243692535835	0.06707439095590917	0.9168961557134221	0.5856150966200131	0.642582615998904	0.9710454460315001	0.8499499162574495	0.47110920293237396	0.2030297644822816	0.8993521315631443	0.8665699749996859	0.8625299182994951	0.607856876731836	0.6652239964230706	0.7130000177530879	0.6020391336911635	0.9486115642197217	0.5723494343724791	0.8270245214733974	0.3023504980826601	0.918917504734114	0.8018853859686793	0.7286913560722229	0.9709177830143564	0.6066417763019798	0.7545577217810483	0.4149968839866698	0.9999651041440962	0.6955064882819882	0.9593765220293647	0.5397075099511527	0.9863385444399365	0.8005734944885337	0.9237157541696014
kbl_tdh	0.563055727318146	0.4390204360664062	0.708530197958986	0.004800404624116022	0.6887624804980876	0.9522518953613408	0.027447872541792123	0.9261652861143276	0.6873772212644381	0.21198700901047562	0.040847910092412856	0.1981167189098041	0.14758456359044475	0.19543603998470632	0.18043971688677055	0.8448245460742306	0.32407090585495685	0.0497019226481729	0.1444221972558764	0.01553597598580285	0.06694454337725604	0.09230093419713396	0.16480113287144033	0.28674310156849564	0.8755453490109215	0.121982541437694	0.00660382790416651	0.04612703121336246	0.04981196839185825	0.6690898783470891	0.061929708619648666	0.13812637836336786	0.45608803087893096	0.09580888801336215	0.037264991399467394	0.9333393312902444	0.4464530032430107	0.023862059534501004	0.028307695105490454	0.7017175095394087	0.14931985617982796	0.4131473278093944	0.6122569791581999	0.17920587348888856	0.09449006779011863	0.021453056087062904	0.05061639632159222	0.002904054438572378	0.041549142977826095	0.658264717241931	0.074774962217333	0.2244386868241099	0.024263515264607807	0.23829342931762404	0.6822878043544953	0.01384018821117126	0.3106826058942043	0.7702626281380306	0.06833363871260374	0.15988772365347764	0.27917004882393504	0.11685302581810397	0.21100518989462633	0.33736740285199734	0.32035495265109576	0.01682439978952369	0.04743648349858554	0.9057601863748113	0.09965751211972819	0.3053634926615575	0.3540997022390325	0.0691460916591936	0.15892517354376423	0.49515289584270983	0.6847479367002518	0.16278643172557883	0.15460169548507285	0.2045997672261495	0.40886745548276476	0.49006045648339314	0.3058309400874247	0.3494012054639207	0.13987462311708487	0.45390719588957124	0.26560424521714965	0.8574040941594402	0.10492485558504597	0.3214041896745969	0.19242126359926165	0.026257325035378105	0.4433738578949087	0.09456351228488852	0.5211949785039685	3.8248564634724586E-5	0.12950686819683116	0.061521048185550396	0.4033803333725395	0.015442647001690343	0.3044944220221708	0.056676281899928876
livJ	0.6190148505541813	0.553649011177146	0.9414478770158988	0.00845890501656083	0.7315122723187806	0.9853587965485717	0.04251641416796569	0.8957864521675358	0.7888973602131665	0.2013134757928744	0.08943228426953344	0.2468168730810506	0.2342064092831349	0.31189881704722344	0.26875095945670263	0.8869816416801342	0.47100956248556275	0.06731502283194603	0.20868325324458187	0.031483771643718586	0.1309807436320333	0.1913180433896494	0.20991300404601027	0.36595160989015285	0.9053567372586874	0.19840156847231413	0.01259340182654029	0.0719379202700292	0.09899923080929315	0.7726440803337816	0.12044251162207815	0.251843819605885	0.48721361272091707	0.1344837634171713	0.07312631818102507	0.9717811640442439	0.5633133094157142	0.031495748813711893	0.04532098836101045	0.809539397816495	0.15653402936391653	0.5871113969630193	0.8052146018665881	0.34603404052527575	0.20030932045288125	0.03225734480363998	0.10385980854232049	0.0058296629559630355	0.08150257203550175	0.5458687511367394	0.1421546714543886	0.38563144569336955	0.04853572334159264	0.32749392555099943	0.959815172633487	0.02557279874944643	0.44522029854851625	0.7589137108331478	0.11908298060253986	0.2819117184969874	0.3215250801390502	0.1946818623644689	0.25166325199269857	0.3904433075653652	0.5093709592351294	0.02228567820468236	0.07873229971276702	0.9675686069797036	0.1616363223347793	0.48067972856668073	0.5214487259468148	0.0853565501610867	0.20901258522884195	0.6787626537159118	0.8853851992808622	0.2061455564365171	0.2754720408794416	0.34899504459958863	0.8034715367452252	0.623128256609349	0.4128137012213548	0.5810440142875007	0.18246649968429565	0.5119750943315344	0.3681332718105571	0.7774767413897652	0.18129722977711973	0.546146995929181	0.36370365542508787	0.04417283352055221	0.5463381353566308	0.1624724425693879	0.594077698929045	4.6764178265267167E-5	0.26418440146833927	0.07325308797973289	0.5895882678771929	0.022444503168646865	0.4137651658205309	0.07318680756215548
livKHMGF	0.555735962123191	0.6768973761531247	0.7241925140909962	0.005528140693768111	0.7338080047248189	0.9862309379841102	0.03568236453043454	0.8878435641239597	0.8211801854590229	0.2939593886035812	0.07976760088876224	0.27263796128490053	0.3124140784286434	0.2351248360127784	0.39164778013465523	0.855757579046677	0.4805255284090428	0.05665105875321151	0.19404959930593402	0.021364744905290587	0.09483905010884706	0.14259266640689688	0.2244149916639455	0.31116168898737934	0.9506898101275966	0.23695624578965585	0.01109469398155373	0.06859077290395259	0.08786854434284294	0.7928414206263893	0.08101857567956153	0.16535986896085647	0.48420616914736747	0.15164126856372584	0.061493093670874396	0.9787987912165466	0.6874504038636977	0.04331224120094103	0.048475032962687695	0.7551830715786115	0.2168180472013246	0.6381652349022652	0.8867243636506189	0.3571087904176848	0.18420359235582615	0.031971383646615316	0.07269251024215927	0.008143060863983602	0.0779432858708344	0.47279839809225804	0.15198951175371186	0.4627480981442679	0.05644446005069399	0.3587638258193675	0.9164714266763699	0.02558216273221054	0.4079753180644034	0.7878043725215728	0.13092817459122855	0.20926653446890495	0.5133654116866748	0.22725750692760321	0.2502967305557184	0.468103804421515	0.40495475820818805	0.027661874736002217	0.06902978677592311	0.9441882889018168	0.16514503099039182	0.3896063198147338	0.41002513948493113	0.09618528762564507	0.21204764403007126	0.6824586688953549	0.7231812273792931	0.2731180594671517	0.2915338937150734	0.3191017958158659	0.6153888208288114	0.5948508114041768	0.39867971912926065	0.5433556135361215	0.1703354066315107	0.5994963809183083	0.41067199367182744	0.8480032445306322	0.2043113464355111	0.37889255428792146	0.24737899429775434	0.037618583354392165	0.5106031035223739	0.1366052191721688	0.7479890499522207	6.249186698672427E-5	0.23852493045057277	0.08960020770967839	0.5241079965993739	0.024133828180010402	0.3202846950299009	0.08412514367165651
lysU	0.7690352341005952	0.6594081930798846	0.8646640978223631	0.00974979401058847	0.8645055672819381	0.9849328261473581	0.07102108417057085	0.9528577918820491	0.8493284964202177	0.29617699827119276	0.1319940539957022	0.3566799868200058	0.21832183313350167	0.36814644349749076	0.5183581835948661	0.8522024778733559	0.5537495017212566	0.09106310106269085	0.24316229589396346	0.040205091747820255	0.13489647956094347	0.21925730700585983	0.2669706878088144	0.6051347094195674	0.9732047837960611	0.2844702986212093	0.01649993622400955	0.083400292826856	0.17495271442910273	0.8407535347896758	0.14485167022773585	0.20618547879340715	0.6169652029366125	0.15937336356078172	0.09663427646046871	0.979329351118708	0.5519218541305575	0.04827358665412481	0.07401741787446027	0.8602099586519985	0.3643142986220218	0.7006224876750038	0.8689799751216654	0.48796855337082523	0.2719636695249518	0.054659929887595916	0.12331136397507585	0.009420656658583826	0.10744001863046342	0.648759335631205	0.1585653228849048	0.4333938516014864	0.06354452211599082	0.4061869352438495	0.9204758322257092	0.03363332097603765	0.48392025979751624	0.962667856227034	0.16008650804315014	0.3470283723898992	0.45091675302352263	0.21646112217625466	0.36652027735448617	0.5322465961779045	0.6025355096343724	0.03724556877222552	0.08820721121634063	0.9737122739681021	0.24048738052195912	0.5221945821887173	0.5452953703946967	0.11808969141341963	0.3104169537334579	0.891001059302162	0.8010327603984218	0.3596722546701442	0.3282824026480904	0.5772713980764805	0.7812765020432749	0.6874296800595104	0.35542541117437704	0.4743330042975056	0.197594814977386	0.5603865570585596	0.4207684432098461	0.8804346720049686	0.1803325999993718	0.5280066853651507	0.3246335454094591	0.06913274315494869	0.5736879411833189	0.21034472570782564	0.6872775419662279	8.768395925887271E-5	0.2948870652422323	0.13453793951692417	0.6223035965423863	0.03063854537915812	0.4515151994695683	0.12666069592873705
oppABCDF	0.5328521576134494	0.711390772157404	0.9261573940832788	0.00940687880719814	0.7678267880473276	0.9779241642848838	0.07290936732199509	0.9621985839406569	0.7565439565949678	0.3344051610135332	0.10803131033540693	0.2716530069188659	0.32603692354899655	0.3226247043983566	0.3182242819423305	0.7802967957240988	0.6266544146874945	0.06685626977039144	0.1837218767014805	0.04096528514714919	0.11234656211461638	0.16379589583666326	0.2671584688050714	0.3749571052988498	0.8926819928473521	0.22349497693288553	0.009799144950940003	0.09994544731871528	0.10232801950070079	0.7379348139062382	0.11802413317127089	0.2920506340532252	0.718264381345949	0.14490248791231125	0.07592760727036263	0.9841994725295041	0.6499866247548063	0.052689698691544676	0.053967382418657055	0.701354329443982	0.18209556385329817	0.5659208981678002	0.7403223568890092	0.3935605756007671	0.2626723141534458	0.023883377929668263	0.08957596960908594	0.007514373153794011	0.05740640458742261	0.37975236129004564	0.13345856814438972	0.434396382009463	0.05013814937456145	0.37384393020952666	0.9466037560380626	0.028080431021689275	0.40994932137804513	0.886923942182737	0.13264263876782664	0.3201833426328369	0.40039964917377174	0.25778588044708556	0.3520538446726203	0.49805365511591554	0.6548083903500687	0.026385533424611668	0.05797453748762817	0.9530405817399161	0.19083468031707534	0.546422601707307	0.3523625204743903	0.11058089368937453	0.27760872669500775	0.6510517294520213	0.8299056240679676	0.3270844353434954	0.4293371760092951	0.3690440174630851	0.5735544271070003	0.5698294060437297	0.36889252742021156	0.5825476969866135	0.18873732727425097	0.6695225396013417	0.3612608587876776	0.8996825123850221	0.19099740562158704	0.3423977871489025	0.3893787904000885	0.053111868976982585	0.41611809996607685	0.2155825510341964	0.770978601359653	6.896951383502459E-5	0.20042356525063926	0.08141521467589632	0.6624733167520451	0.023779249173782182	0.3831624615662904	0.10515722800670518
sdaA	0.6961336487628869	0.5447169958562786	0.8716567732252914	0.010637568505571628	0.8263658315479698	0.9886261747089539	0.05617021262377325	0.9184108743628977	0.9222458993677721	0.26956104081662646	0.09033313769653296	0.3149288718313465	0.35684103480358975	0.38863958508331703	0.3292502646620166	0.8378908045282235	0.48250859402901036	0.08103212903793396	0.20415743699561292	0.0331942785257879	0.1182865708667866	0.14673110145765667	0.2842585278456427	0.3542345040265121	0.8798718899121729	0.2590600177552327	0.014747922261426794	0.06736653156188233	0.11711783766614643	0.788599308554343	0.12376304174245464	0.2514153734953499	0.5460988331282217	0.13441437229633313	0.06707304468970146	0.9798967697111567	0.6219524150097961	0.056133154142259375	0.06782460059240278	0.8555940140103153	0.2302789511658718	0.7260610231198916	0.8720244581702382	0.4441884947005698	0.22140611752477857	0.038331979860721524	0.11315370484385895	0.00879828271431292	0.11615212978179204	0.6304569398293465	0.14680508242861134	0.37340916792118545	0.057741588522750756	0.4155822203174528	0.9659052442099827	0.027150988337332243	0.7214843077150276	0.7316034502899381	0.15447238673261765	0.2208777423294919	0.4571009131754228	0.23102581424101554	0.3082553657627095	0.6180493045462818	0.4828584744833255	0.03551531518413922	0.0746078175571104	0.9288538057189749	0.15311129526490427	0.4398284426527107	0.41407566578398786	0.11194847568948961	0.2652479313593463	0.8712652271099557	0.8901292169287579	0.3474655880207495	0.28157766282476027	0.4311578887865963	0.7446360121857242	0.7156061702622291	0.4598035191504728	0.5252301018282634	0.152873022009231	0.6536095190557178	0.42916860419841973	0.699584376336858	0.21475478525093472	0.4798845300437552	0.2624234187218823	0.05400334031354616	0.539347956887778	0.21524779893832496	0.8318644780385704	7.43665809578112E-5	0.3751423534279118	0.10038100152586693	0.6499995265486072	0.024440770491428312	0.43759228100914077	0.10181507294156453
serA	0.4338629274660328	0.42147784909907476	0.18872659831067806	0.9925558937690974	0.35398319029925035	0.016853952316096227	0.9077471903574268	0.15900363844142484	0.26634374280601936	0.6558532998631942	0.8963141809913956	0.6552840621251819	0.6728779826815593	0.6633666461128893	0.7885119005274052	0.23027851657058573	0.4880128855834151	0.9185700735829657	0.8296286887507361	0.9830914097211672	0.9109897868015785	0.8504306381634921	0.6475003977811391	0.5935104691881319	0.08650364828227826	0.8183316818101861	0.9897840190188594	0.9252244172472683	0.8129398890983581	0.2994126925232662	0.8545046461873399	0.8042626335382769	0.5331281432027773	0.9348329757465677	0.8368412450557541	0.02547200621289227	0.519094905287671	0.9408820951256304	0.960292848054896	0.16501856373184262	0.7767626466560252	0.32265540838498197	0.17986500983332798	0.7285436003011319	0.6897175597447363	0.9809686287937239	0.8732579116120658	0.9923114783024404	0.8579025935370566	0.3607441051779263	0.8881208485684807	0.5389733757860146	0.9695078630831672	0.5141608690274968	0.10789952281281957	0.9735329677782044	0.6069917108766466	0.1536345980099957	0.8289400999186735	0.9223016155151701	0.6899591562239995	0.8554074633573981	0.6417053810091103	0.6472583471194908	0.5422344482520272	0.9840950205695016	0.7808286110568844	0.0402317909199473	0.9278179472925012	0.6494411971983799	0.6372609003261179	0.9205696467756135	0.7815787368336387	0.3380518522234952	0.13695088932566474	0.7195298466484514	0.703386751779008	0.7387065424849922	0.3152337155666899	0.4774545841440158	0.5361498963267219	0.5441935447944373	0.8150244580367978	0.35397875264033374	0.6461138460598699	0.22023620514185885	0.9611633271148862	0.5774064357327564	0.6032312835027461	0.9441539581775925	0.5836516946038172	0.725674279731856	0.2622116883994039	0.9999448420696258	0.904099659892571	0.8129748672629058	0.38130320388667516	0.9786829366299707	0.6138753881120355	0.8337250358856357
